trip_id,stop_id,stop_name,lat,long,time
62Z2ZSIB,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 23:55:00
U1Y1DNMC,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 12:22:00
MVO1HLEK,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 0:34:00
VTP4MGCR,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 7:24:00
P9PSF5YH,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 10:58:00
R6ZPJQN7,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 20:13:00
K1QSYYW3,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 22:07:00
J2DU1W2D,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 17:37:00
NUWT41ZQ,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 18:28:00
AZT47TGI,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 10:43:00
3GM3UJON,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 14:55:00
N9U9CZ7Q,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 23:32:00
JZP75VHM,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 11:36:00
VTP4MGCR,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 7:09:00
TYQZHRER,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 22:32:00
DALWUDJU,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 16:19:00
TV5SW0F2,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 16:12:00
V5A21KDL,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 18:30:00
XC2HS1CU,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 17:03:00
X8Q6UVGJ,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 7:34:00
CCG6SC9B,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 10:36:00
ERQJSART,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 0:30:00
0ZFYV4EP,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-11 0:13:00
QLOWZQPY,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 20:28:00
U9KURYG6,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 17:53:00
CFI5F7ZY,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 16:34:00
M30XGW62,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 13:49:00
7W3F28K9,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 12:24:00
IGWFH7YG,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 11:40:00
G96IRUOF,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 6:31:00
EVL4IKUW,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 6:22:00
BSCXZRXA,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 21:37:00
FNEMDUV7,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 7:48:00
QTFSLMSZ,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 20:08:00
DHE7WD78,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 23:36:00
C8YJOXM7,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 15:17:00
16G5LHWB,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 4:43:00
V5A21KDL,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 20:11:00
P5Y9FCNU,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 11:45:00
YEW884IR,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 6:21:00
55JXUYPX,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 19:24:00
L4IENH3R,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 2:17:00
QFRYYGF6,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 16:24:00
6V8YVZ57,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 22:42:00
F6CIOW3Y,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 11:46:00
L4IENH3R,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 2:20:00
EP0GWAZQ,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 17:40:00
AOXUB2CN,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 4:43:00
R0YFYZWU,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 22:08:00
AO8ON420,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 22:22:00
GDA37COE,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 1:40:00
97ELKYVB,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 3:10:00
ERQJSART,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 0:52:00
RW5HG7DI,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 19:04:00
82BDKW0K,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 5:06:00
UFJL8SG9,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 17:58:00
EP0GWAZQ,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 17:24:00
DSAQ9ZDI,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 17:43:00
24M4ZOFZ,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 7:00:00
AGJUOWMJ,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 7:44:00
DX60K98S,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 2:25:00
VEP2TN06,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 21:58:00
0LCM62BK,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 5:22:00
DHE7WD78,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 23:59:00
PPPVYYCN,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 4:45:00
XBE61H72,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 20:29:00
TEZH566U,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 12:15:00
VULIYCXG,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 9:37:00
H0HUZ68G,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 1:34:00
VUF8PT5Z,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 9:26:00
GYBW8BH7,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 19:03:00
6GTYMQQD,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 13:50:00
9DZZ5JZB,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 8:17:00
X30MADYP,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 9:22:00
LH3I03LT,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 6:49:00
YWU95P84,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 11:12:00
LF1OMYEK,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 19:52:00
U9KURYG6,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 18:19:00
2GPUT6KR,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 18:16:00
XTOXE04T,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 19:31:00
GDM1W7ZC,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 15:34:00
GQU2GH1Z,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 7:44:00
P4Y06UDT,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 16:36:00
ANXWIWTB,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 17:50:00
F6A0ZSGN,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 0:03:00
XGZMCJU0,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 1:27:00
H86VN4ID,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 23:01:00
7GUKK5DG,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 13:53:00
X8Q6UVGJ,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 8:54:00
TG93JY9H,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 20:33:00
9ZR6HWL7,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 1:49:00
480B6EDW,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 1:00:00
GDM1W7ZC,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 15:42:00
0JYB1HXQ,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 18:28:00
68P8W4YI,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 11:58:00
01SE8W4Q,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 10:08:00
1B5ZBJSZ,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 20:26:00
8E0GG4KL,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 17:30:00
EDWLEWP8,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 22:36:00
O07DHGH0,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 7:09:00
U8EELGA1,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 12:43:00
STEWBRSH,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 12:14:00
YYEWTB74,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 19:06:00
VUMH5H9S,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 11:28:00
N97TMEF5,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 3:54:00
DHEME86Z,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 17:12:00
VOXZLRZE,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 15:47:00
74HK5OYK,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 5:36:00
V8C5H2WT,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 7:38:00
3GQUPA5Z,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 1:58:00
6CK8PPWC,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 1:51:00
GB1CX8TT,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 18:15:00
PM4NLLLR,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 10:07:00
H0HUZ68G,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 1:25:00
V5A21KDL,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 19:51:00
W3K1ZXYT,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 8:32:00
V3HCJADT,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 9:47:00
DN3P8L30,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 19:14:00
K68JAJ4G,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 17:44:00
0XBSYIVD,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 10:14:00
TOEFZJQC,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 18:45:00
TRLA51L0,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 3:16:00
674O1Y2K,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 21:34:00
52AYDAVU,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 0:41:00
GF8OGFKY,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 22:36:00
C1PAZ08J,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 13:24:00
KM1J1L9I,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 18:02:00
F6CIOW3Y,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 12:27:00
USGOJCWT,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 11:14:00
FNEMDUV7,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 7:24:00
G96IRUOF,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 6:54:00
0ZFYV4EP,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-11 0:29:00
TOL29BP1,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 21:12:00
X8S4LBA7,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 20:39:00
XBE61H72,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 20:40:00
H01SOGCW,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 14:07:00
62F5M0B3,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 20:02:00
H0HUZ68G,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 1:36:00
EDWLEWP8,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 23:13:00
QOCDMPAV,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 16:28:00
6V8YVZ57,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 22:51:00
YYEWTB74,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 18:06:00
DHEME86Z,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 17:41:00
M5YFZJ6D,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 18:37:00
9DZZ5JZB,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 8:02:00
H01SOGCW,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 13:31:00
DX60K98S,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 3:16:00
69BU9L0O,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 18:41:00
U8EELGA1,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 12:36:00
T6K07FA5,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 20:45:00
GXNB9EQ7,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 15:57:00
NUWT41ZQ,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 19:14:00
8VYPBS7E,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 23:33:00
N97TMEF5,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 4:14:00
9MG9RYKR,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 7:33:00
3GM3UJON,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 13:56:00
I409Y29K,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 22:13:00
9MG9RYKR,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 7:48:00
L4IENH3R,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 1:43:00
SSV6H1BT,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 21:18:00
X30MADYP,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 10:03:00
CD3LCQPP,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 3:37:00
SASICPXC,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 20:11:00
B7O2NL67,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 9:21:00
YTKAIFFQ,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 18:15:00
HG33AO24,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 17:57:00
2TWII7LI,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 7:02:00
FW1F43HS,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 21:58:00
EZX8FQZ8,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 11:03:00
W3K1ZXYT,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 9:08:00
8GDMSHB6,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 15:51:00
6V8YVZ57,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 23:14:00
OL70M1WI,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 19:13:00
ANXWIWTB,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 15:43:00
QOCDMPAV,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 16:43:00
PPPVYYCN,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 4:47:00
8AM4G89Q,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 19:33:00
UNFWMV1U,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 13:29:00
CXNN6ABE,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 7:46:00
BWE0A2EC,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 13:21:00
V75XW5CJ,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 16:27:00
MCEHH69F,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 3:42:00
YLSBFPT8,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 10:03:00
FGEXX0VY,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 13:20:00
YNK1MNQO,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 6:43:00
UNFWMV1U,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 14:05:00
517OBJS5,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 23:33:00
TFU1L6TB,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 9:04:00
XGZMCJU0,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 1:37:00
GB1CX8TT,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 20:25:00
QETQOTAR,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 10:53:00
DHEME86Z,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 17:04:00
41IRGLSN,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 10:53:00
1RX8QVJZ,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 15:27:00
9QZPZOD3,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 11:27:00
8W3VB1A6,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 1:44:00
GDA37COE,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 1:03:00
QO5VGADG,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 9:34:00
G96IRUOF,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 7:18:00
Z8L77326,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 23:22:00
UVBW9MXP,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 19:39:00
6GP6V92F,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 19:26:00
OL70M1WI,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 19:24:00
J8NKUDH7,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 9:16:00
17RUDCME,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 7:40:00
1CDS7VOK,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 11:13:00
8GU420YQ,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 23:23:00
X8S4LBA7,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 20:26:00
2ZOOF97I,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 19:56:00
R2NOT1AW,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 18:05:00
74HK5OYK,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 5:40:00
R0YFYZWU,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 21:14:00
586D1PEB,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 5:40:00
O312CQTZ,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 20:58:00
F43NI83T,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 5:16:00
5C3H0RK4,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 11:24:00
BLIK5HUV,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 1:31:00
J4GYPU3P,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 17:25:00
DQIU0YOB,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 1:22:00
2OIXKD78,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 23:38:00
SSV6H1BT,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 21:12:00
U7Y2UY6O,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 2:59:00
TSZX0S2X,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 19:58:00
62F5M0B3,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 19:50:00
TG981BDX,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 2:28:00
BSCXZRXA,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 21:55:00
2URH25MF,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 19:20:00
0KG5CMBF,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 2:33:00
QETQOTAR,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 9:52:00
M1F9BNQT,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 12:12:00
XBE61H72,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 20:45:00
ZV8HLXKC,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 8:54:00
A54BKFDP,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 5:30:00
3PWTR1EG,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 3:19:00
SOS9B6C9,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 3:48:00
16G5LHWB,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 4:38:00
U4YTT059,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 0:40:00
PSPB70O3,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 23:46:00
YKI7ABKD,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 11:41:00
F07AJDXR,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 12:07:00
2YI3P7PZ,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 1:34:00
2OIXKD78,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 23:34:00
L3YPUP7R,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 19:26:00
18G3F0V6,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 19:24:00
CWILGWS0,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 17:52:00
EP0GWAZQ,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 15:25:00
XN6JSFW5,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 20:50:00
LPM02LDS,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 4:05:00
R0YFYZWU,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 21:07:00
TOL29BP1,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 20:11:00
7HFAUI41,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 4:00:00
74HK5OYK,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 5:13:00
YEW884IR,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 6:25:00
U9KURYG6,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 17:14:00
O52TZVV5,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 2:20:00
P4Y06UDT,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 18:42:00
PTJ8E7JZ,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 8:40:00
AA78CVNJ,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 13:58:00
L1576AYU,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 19:37:00
AI8BEX2J,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 21:03:00
HMEDOF62,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 19:38:00
RPCN9UG6,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 5:50:00
